期号,开奖日期,红球,蓝球,排序红球,排序蓝球,出球顺序,销售额,奖池金额,星期
2007133,2007/11/13,03 06 07 11 13 33,10,03 06 07 11 13 33,10,06 33 13 11 07 03,145163392,63276884,星期二
2007132,2007/11/11,01 09 16 21 22 23,5,01 09 16 21 22 23,5,22 23 01 21 09 16,155862750,114258687,星期日
2007131,2007/11/8,03 05 07 16 22 27,5,03 05 07 16 22 27,5,05 22 07 03 27 16,139489488,76223517,星期四
2007130,2007/11/6,03 05 09 11 27 31,4,03 05 09 11 27 31,4,05 09 31 27 03 11,134915286,58548310,星期二
2007129,2007/11/4,05 07 20 21 22 30,8,05 07 20 21 22 30,8,07 20 22 21 05 30,152215698,30000000,星期日
2007128,2007/11/1,09 10 19 21 27 31,5,09 10 19 21 27 31,5,27 21 31 19 10 09,130058308,55153745,星期四
2007127,2007/10/30,06 09 13 16 24 28,11,06 09 13 16 24 28,11,28 13 09 24 16 06,131706110,36329644,星期二
2007126,2007/10/28,09 10 19 23 26 31,9,09 10 19 23 26 31,9,31 26 10 19 09 23,170508318,71731920,星期日
2007125,2007/10/25,03 05 18 20 27 33,1,03 05 18 20 27 33,1,05 33 03 27 18 20,137439952,133082056,星期四
2007124,2007/10/23,03 07 13 16 19 32,16,03 07 13 16 19 32,16,19 03 32 07 13 16,131087996,98375173,星期二
2007123,2007/10/21,01 13 15 23 28 32,2,01 13 15 23 28 32,2,28 01 23 13 15 32,149864730,85715304,星期日
2007122,2007/10/18,04 07 19 24 26 32,9,04 07 19 24 26 32,9,07 04 32 24 26 19,130402942,63286341,星期四
2007121,2007/10/16,03 10 21 22 27 28,6,03 10 21 22 27 28,6,21 03 28 22 10 27,125337786,78286342,星期二
2007120,2007/10/14,06 07 11 12 18 25,1,06 07 11 12 18 25,1,12 07 18 11 06 25,136778106,65393593,星期日
2007119,2007/10/11,03 08 11 13 25 31,12,03 08 11 13 25 31,12,31 08 25 03 11 13,124850416,30000000,星期四
2007118,2007/10/9,04 10 16 18 25 32,15,04 10 16 18 25 32,15,32 18 04 25 16 10,124978730,83695185,星期二
2007117,2007/10/7,03 07 09 10 26 32,1,03 07 09 10 26 32,1,32 07 26 10 09 03,132359640,101751738,星期日
2007116,2007/10/4,03 05 07 11 17 27,13,03 05 07 11 17 27,13,11 05 07 27 17 03,113457608,68977594,星期四
2007115,2007/10/2,01 05 10 16 20 26,2,01 05 10 16 20 26,2,16 20 01 26 10 05,108125704,93248246,星期二
2007114,2007/9/30,05 12 15 24 27 33,5,05 12 15 24 27 33,5,27 12 15 05 33 24,143109004,71085396,星期日
2007113,2007/9/27,04 18 23 25 26 31,10,04 18 23 25 26 31,10,18 23 31 25 26 04,124724404,124934931,星期四
2007112,2007/9/25,07 11 14 16 25 32,11,07 11 14 16 25 32,11,16 07 32 14 25 11,128550874,119680548,星期二
2007111,2007/9/23,02 09 10 12 13 17,11,02 09 10 12 13 17,11,17 09 12 13 02 10,136651412,111861375,星期日
2007110,2007/9/20,02 04 07 15 24 28,3,02 04 07 15 24 28,3,07 04 15 28 02 24,119714108,100710964,星期四
2007109,2007/9/18,01 04 07 08 13 14,4,01 04 07 08 13 14,4,01 07 14 13 04 08,117653172,111274026,星期二
2007108,2007/9/16,03 07 12 13 20 33,2,03 07 12 13 20 33,2,33 12 07 20 13 03,136419830,93725910,星期日
2007107,2007/9/13,02 08 09 18 24 28,10,02 08 09 18 24 28,10,28 09 08 02 24 18,118762906,81343980,星期四
2007106,2007/9/11,12 18 21 24 25 29,8,12 18 21 24 25 29,8,12 18 21 24 25 29,113328304,103883381,星期二
2007105,2007/9/9,02 07 10 17 23 29,14,02 07 10 17 23 29,14,17 07 10 29 23 02,134273360,87904974,星期日
2007104,2007/9/6,02 08 12 14 20 32,4,02 08 12 14 20 32,4,20 08 12 14 32 02,108150420,87272631,星期四
2007103,2007/9/4,07 09 25 27 30 32,1,07 09 25 27 30 32,1,25 07 27 32 30 09,102844920,92238351,星期二
2007102,2007/9/2,04 06 08 18 20 33,11,04 06 08 18 20 33,11,18 08 33 06 04 20,119528600,78198594,星期日
2007101,2007/8/30,15 16 18 21 22 30,14,15 16 18 21 22 30,14,18 16 15 22 30 21,103261246,65672848,星期四
2007100,2007/8/28,08 18 27 29 30 32,6,08 18 27 29 30 32,6,18 27 29 30 32 08,100804514,58132155,星期二
2007099,2007/8/26,03 04 14 27 31 33,5,03 04 14 27 31 33,5,31 03 33 04 27 14,115727006,47539875,星期日
2007098,2007/8/23,02 03 05 11 19 20,12,02 03 05 11 19 20,12,03 02 19 11 05 20,103284906,57206046,星期四
2007097,2007/8/21,04 08 13 18 26 30,11,04 08 13 18 26 30,11,04 13 26 18 30 08,99828090,58142076,星期二
2007096,2007/8/19,09 10 20 22 30 32,8,09 10 20 22 30 32,8,32 22 10 09 20 30,116298698,88142080,星期日
2007095,2007/8/16,01 06 08 18 29 32,7,01 06 08 18 29 32,7,08 06 32 18 01 29,101322650,88670436,星期四
2007094,2007/8/14,03 05 18 19 24 32,2,03 05 18 19 24 32,2,19 03 24 18 05 32,100279716,100452531,星期二
2007093,2007/8/12,05 10 13 15 19 29,2,05 10 13 15 19 29,2,13 05 10 19 29 15,115267274,90503771,星期日
2007092,2007/8/9,14 18 22 23 24 33,9,14 18 22 23 24 33,9,24 14 23 18 22 33,100547190,70959546,星期四
2007091,2007/8/7,02 11 17 30 31 32,7,02 11 17 30 31 32,7,30 11 32 17 31 02,98640430,60352834,星期二
2007090,2007/8/5,05 11 13 27 30 31,2,05 11 13 27 30 31,2,30 31 27 05 13 11,114857394,62685021,星期日
2007089,2007/8/2,03 07 08 15 19 28,3,03 07 08 15 19 28,3,19 28 08 07 03 15,99074148,48194132,星期四
2007088,2007/7/31,02 04 10 28 29 33,6,02 04 10 28 29 33,6,28 02 33 04 10 29,97931132,66151984,星期二
2007087,2007/7/29,01 03 04 05 08 21,9,01 03 04 05 08 21,9,21 03 05 04 08 01,115648010,61822770,星期日
2007086,2007/7/26,05 08 14 22 27 29,16,05 08 14 22 27 29,16,08 05 29 27 22 14,102347618,56776770,星期四
2007085,2007/7/24,02 12 17 19 29 30,12,02 12 17 19 29 30,12,30 02 29 19 17 12,101375038,51669400,星期二
2007084,2007/7/22,06 10 12 14 20 27,10,06 10 12 14 20 27,10,14 20 12 06 27 10,117091964,52464240,星期日
2007083,2007/7/19,11 14 18 20 21 26,5,11 14 18 20 21 26,5,14 21 11 18 26 20,100264804,49759465,星期四
2007082,2007/7/17,05 15 17 18 25 32,15,05 15 17 18 25 32,15,32 17 05 15 25 18,101473624,63491988,星期二
2007081,2007/7/15,09 14 15 19 24 33,13,09 14 15 19 24 33,13,24 33 19 15 09 14,120651274,93048135,星期日
2007080,2007/7/12,01 08 16 18 19 29,4,01 08 16 18 19 29,4,18 08 29 16 01 19,105252328,97226409,星期四
2007079,2007/7/10,03 04 14 20 21 25,14,03 04 14 20 21 25,14,20 25 03 14 21 04,103249956,125649416,星期二
2007078,2007/7/8,04 06 07 23 25 32,1,04 06 07 23 25 32,1,07 23 04 06 25 32,121749606,121501677,星期日
2007077,2007/7/5,06 08 14 21 28 29,2,06 08 14 21 28 29,2,14 28 06 08 21 29,107569632,124864516,星期四
2007076,2007/7/3,06 12 15 16 20 31,2,06 12 15 16 20 31,2,06 16 15 12 20 31,106329426,123005273,星期二
2007075,2007/7/1,13 16 17 22 30 32,3,13 16 17 22 30 32,3,17 22 32 13 16 30,125477334,111628560,星期日
2007074,2007/6/28,08 13 15 25 27 28,3,08 13 15 25 27 28,3,28 13 27 25 15 08,108638452,89486080,星期四
2007073,2007/6/26,05 09 11 19 28 31,2,05 09 11 19 28 31,2,11 28 05 31 09 19,109359702,99771100,星期二
2007072,2007/6/24,02 04 08 13 14 33,16,02 04 08 13 14 33,16,04 13 14 33 02 08,131085768,97941980,星期日
2007071,2007/6/21,01 06 14 21 30 31,9,01 06 14 21 30 31,9,01 14 21 31 06 30,116647272,94053292,星期四
2007070,2007/6/19,06 08 15 17 18 30,12,06 08 15 17 18 30,12,18 30 15 06 17 08,114811644,106780760,星期二
2007069,2007/6/17,03 04 11 12 14 32,12,03 04 11 12 14 32,12,32 12 04 03 14 11,137143568,99446444,星期日
2007068,2007/6/14,11 18 19 22 23 28,1,11 18 19 22 23 28,1,23 18 19 11 28 22,109334584,107727339,星期四
2007067,2007/6/12,06 11 13 17 21 23,11,06 11 13 17 21 23,11,11 13 23 06 21 17,106213796,103289153,星期二
2007066,2007/6/10,05 11 16 24 32 33,8,05 11 16 24 32 33,8,32 33 11 24 16 05,122787844,96919886,星期日
2007065,2007/6/7,04 07 19 21 25 31,7,04 07 19 21 25 31,7,21 19 31 25 07 04,106720024,83340246,星期四
2007064,2007/6/5,02 06 09 16 21 23,16,02 06 09 16 21 23,16,21 09 02 23 06 16,107504678,110036169,星期二
2007063,2007/6/3,10 15 17 24 26 28,12,10 15 17 24 26 28,12,15 28 24 17 10 26,124445210,106832163,星期日
2007062,2007/5/31,08 17 20 29 30 33,9,08 17 20 29 30 33,9,30 08 17 20 33 29,106979026,114902128,星期四
2007061,2007/5/29,01 06 07 11 20 23,5,01 06 07 11 20 23,5,07 11 20 06 23 01,107509478,116607972,星期二
2007060,2007/5/27,01 02 08 16 19 29,5,01 02 08 16 19 29,5,29 08 19 01 02 16,122877416,104817064,星期日
2007059,2007/5/24,01 03 04 06 07 29,14,01 03 04 06 07 29,14,04 01 03 06 29 07,107668468,100734154,星期四
2007058,2007/5/22,07 08 10 13 25 27,7,07 08 10 13 25 27,7,25 08 10 07 13 27,106118326,81636258,星期二
2007057,2007/5/20,05 11 18 19 20 21,9,05 11 18 19 20 21,9,19 11 18 20 21 05,125193540,98367957,星期日
2007056,2007/5/17,14 17 21 29 31 32,12,14 17 21 29 31 32,12,32 21 31 14 17 29,111070368,110967359,星期四
2007055,2007/5/15,02 06 11 22 28 29,2,02 06 11 22 28 29,2,28 29 22 02 06 11,109364728,107553346,星期二
2007054,2007/5/13,01 03 16 18 23 28,5,01 03 16 18 23 28,5,28 16 18 23 03 01,126641628,94220186,星期日
2007053,2007/5/10,10 13 16 17 18 27,11,10 13 16 17 18 27,11,13 17 18 16 27 10,109175190,78099634,星期四
2007052,2007/5/8,02 03 07 08 26 29,7,02 03 07 08 26 29,7,03 02 08 07 26 29,107460952,76681988,星期二
2007051,2007/5/6,03 14 16 26 27 33,13,03 14 16 26 27 33,13,14 33 03 27 26 16,128364720,86681988,星期日
2007050,2007/5/3,01 05 08 13 18 25,2,01 05 08 13 18 25,2,25 13 18 05 01 08,105495070,107678022,星期四
2007049,2007/5/1,04 14 18 19 31 33,2,04 14 18 19 31 33,2,04 33 19 31 14 18,109032730,112092768,星期二
2007048,2007/4/29,02 11 12 15 17 28,12,02 11 12 15 17 28,12,02 12 11 17 28 15,136379094,97830540,星期日
2007047,2007/4/26,02 04 16 18 23 30,6,02 04 16 18 23 30,6,04 23 16 02 18 30,119916622,110480448,星期四
2007046,2007/4/24,02 06 07 09 19 26,14,02 06 07 09 19 26,14,06 19 26 09 07 02,119427296,115125408,星期二
2007045,2007/4/22,01 12 18 21 28 30,10,01 12 18 21 28 30,10,28 12 30 21 18 01,136615924,125430648,星期日
2007044,2007/4/19,09 13 20 21 24 32,8,09 13 20 21 24 32,8,09 24 21 20 13 32,124340438,125002097,星期四
2007043,2007/4/17,03 08 10 11 14 30,5,03 08 10 11 14 30,5,03 30 10 14 11 08,122386058,118014140,星期二
2007042,2007/4/15,03 13 16 19 32 33,8,03 13 16 19 32 33,8,19 03 32 16 13 33,142691830,130625495,星期日
2007041,2007/4/12,01 03 09 11 26 31,12,01 03 09 11 26 31,12,03 09 31 26 01 11,121205882,124694666,星期四
2007040,2007/4/10,13 14 15 19 24 30,10,13 14 15 19 24 30,10,19 30 14 13 24 15,118331436,122492627,星期二
2007039,2007/4/8,06 07 19 24 27 29,1,06 07 19 24 27 29,1,27 24 07 06 29 19,143011060,98857405,星期日
2007038,2007/4/5,03 11 14 19 21 30,5,03 11 14 19 21 30,5,11 30 21 03 14 19,119984574,111020550,星期四
2007037,2007/4/3,10 11 16 23 31 33,16,10 11 16 23 31 33,16,23 10 11 31 16 33,116812284,119971358,星期二
2007036,2007/4/1,03 14 21 23 30 31,10,03 14 21 23 30 31,10,03 21 23 14 30 31,134541242,106803130,星期日
2007035,2007/3/29,01 04 08 12 29 31,6,01 04 08 12 29 31,6,31 01 29 12 08 04,114653702,100205090,星期四
2007034,2007/3/27,02 09 12 14 23 25,16,02 09 12 14 23 25,16,14 02 09 12 25 23,114516916,87631008,星期二
2007033,2007/3/25,03 04 11 17 18 28,9,03 04 11 17 18 28,9,18 04 03 17 11 28,134912082,58629880,星期日
2007032,2007/3/22,04 08 16 24 30 32,16,04 08 16 24 30 32,16,08 16 32 24 04 30,119343222,83426623,星期四
2007031,2007/3/20,04 06 10 12 19 31,1,04 06 10 12 19 31,1,04 19 12 06 31 10,117363182,106701892,星期二
2007030,2007/3/18,03 16 21 22 27 30,4,03 16 21 22 27 30,4,30 16 27 22 03 21,133913730,107508776,星期日
2007029,2007/3/15,06 08 09 11 19 21,10,06 08 09 11 19 21,10,19 06 08 21 11 09,113666804,105876498,星期四
2007028,2007/3/13,03 08 13 20 29 30,11,03 08 13 20 29 30,11,03 20 13 30 08 29,116965154,91392725,星期二
2007027,2007/3/11,02 03 09 22 24 27,11,02 03 09 22 24 27,11,24 22 03 09 27 02,128748636,104509442,星期日
2007026,2007/3/8,01 04 14 16 26 29,10,01 04 14 16 26 29,10,16 04 29 14 26 01,109462504,82089880,星期四
2007025,2007/3/6,03 16 18 22 23 26,3,03 16 18 22 23 26,3,18 26 03 22 16 23,104560512,69428520,星期二
2007024,2007/3/4,08 09 17 25 27 32,6,08 09 17 25 27 32,6,27 25 09 17 32 08,121542842,87396552,星期日
2007023,2007/3/1,03 07 13 17 32 33,2,03 07 13 17 32 33,2,13 33 03 07 17 32,112284838,82944858,星期四
2007022,2007/2/27,02 04 07 10 18 27,10,02 04 07 10 18 27,10,07 10 27 02 18 04,107756880,65835680,星期二
2007021,2007/2/25,03 06 09 11 25 31,13,03 06 09 11 25 31,13,11 25 03 06 31 09,113756430,96683828,星期日
2007020,2007/2/15,05 10 16 20 28 31,14,05 10 16 20 28 31,14,20 05 31 10 28 16,126700040,107657897,星期四
2007019,2007/2/13,04 11 16 23 29 31,14,04 11 16 23 29 31,14,23 11 31 04 29 16,115956594,80869806,星期二
2007018,2007/2/11,01 12 18 20 21 26,11,01 12 18 20 21 26,11,26 21 20 01 12 18,133609680,75085794,星期日
2007017,2007/2/8,05 09 10 24 25 32,14,05 09 10 24 25 32,14,25 09 24 10 05 32,114012860,96497853,星期四
2007016,2007/2/6,01 18 20 22 26 33,5,01 18 20 22 26 33,5,18 01 22 20 26 33,116998640,89511352,星期二
2007015,2007/2/4,03 04 08 18 22 30,15,03 04 08 18 22 30,15,04 30 03 22 18 08,139341652,120412106,星期日
2007014,2007/2/1,01 13 16 20 24 26,9,01 13 16 20 24 26,9,24 13 16 01 20 26,115219742,118007099,星期四
2007013,2007/1/30,05 15 18 27 29 32,5,05 15 18 27 29 32,5,05 32 27 15 29 18,115053692,128007099,星期二
2007012,2007/1/28,03 05 07 21 26 28,4,03 05 07 21 26 28,4,05 03 28 21 26 07,134084158,123299827,星期日
2007011,2007/1/25,03 10 15 25 28 33,16,03 10 15 25 28 33,16,03 33 25 28 15 10,115841486,117061179,星期四
2007010,2007/1/23,03 08 14 17 30 32,5,03 08 14 17 30 32,5,32 30 17 08 14 03,115335536,96939315,星期二
2007009,2007/1/21,02 04 14 15 25 27,15,02 04 14 15 25 27,15,15 04 27 02 25 14,132693662,104424915,星期日
2007008,2007/1/18,01 04 05 18 19 25,10,01 04 05 18 19 25,10,04 25 18 05 19 01,116492752,108205308,星期四
2007007,2007/1/16,04 12 15 17 22 32,14,04 12 15 17 22 32,14,32 15 04 17 22 12,111917406,93623739,星期二
2007006,2007/1/14,06 10 14 22 26 27,11,06 10 14 22 26 27,11,27 14 06 22 26 10,130460716,88001697,星期日
2007005,2007/1/11,01 05 06 16 24 30,12,01 05 06 16 24 30,12,06 24 16 01 05 30,113427606,115070485,星期四
2007004,2007/1/9,03 07 10 13 25 33,10,03 07 10 13 25 33,10,25 03 33 07 10 13,109946044,111071937,星期二
2007003,2007/1/7,05 09 11 12 22 27,15,05 09 11 12 22 27,15,05 22 09 27 11 12,129783464,118050456,星期日
2007002,2007/1/4,05 06 14 20 21 22,1,05 06 14 20 21 22,1,22 20 06 14 21 05,112130528,115844064,星期四
2007001,2007/1/2,02 04 09 10 20 26,14,02 04 09 10 20 26,14,26 02 20 10 09 04,107551896,109312240,星期二
2006154,2006/12/31,07 14 18 20 30 33,13,07 14 18 20 30 33,13,07 18 14 30 20 33,141112320,97703100,星期日
2006153,2006/12/28,01 07 11 20 30 33,10,01 07 11 20 30 33,10,30 33 01 20 11 07,116654792,96548648,星期四
2006152,2006/12/26,01 14 20 25 27 31,15,01 14 20 25 27 31,15,01 20 25 31 14 27,119601334,103194508,星期二
2006151,2006/12/24,01 03 04 06 16 22,8,01 03 04 06 16 22,8,04 22 03 06 16 01,138410226,100254102,星期日
2006150,2006/12/21,08 09 12 18 25 27,12,08 09 12 18 25 27,12,27 25 09 18 08 12,115993740,107609196,星期四
2006149,2006/12/19,02 03 05 11 15 32,15,02 03 05 11 15 32,15,05 02 15 32 11 03,115306168,117578658,星期二
2006148,2006/12/17,04 08 12 13 23 29,1,04 08 12 13 23 29,1,08 12 13 23 29 04,132637320,122270018,星期日
2006147,2006/12/14,01 04 15 17 27 31,1,01 04 15 17 27 31,1,01 17 31 15 27 04,116514674,99795009,星期四
2006146,2006/12/12,03 09 13 23 28 30,5,03 09 13 23 28 30,5,28 23 30 09 03 13,115654738,104953950,星期二
2006145,2006/12/10,02 07 23 26 28 31,7,02 07 23 26 28 31,7,02 07 23 31 26 28,132458778,111444436,星期日
2006144,2006/12/7,04 10 13 16 22 29,6,04 10 13 16 22 29,6,22 04 29 13 10 16,114335670,114624730,星期四
2006143,2006/12/5,01 15 20 29 31 32,8,01 15 20 29 31 32,8,29 01 15 31 32 20,112319084,106171634,星期二
2006142,2006/12/3,10 16 19 22 26 27,16,10 16 19 22 26 27,16,27 10 26 22 16 19,129524666,89639025,星期日
2006141,2006/11/30,16 18 22 23 25 31,11,16 18 22 23 25 31,11,25 31 22 18 16 23,113085938,90887284,星期四
2006140,2006/11/28,01 08 11 18 19 23,5,01 08 11 18 19 23,5,23 08 18 01 19 11,113078350,95320228,星期二
2006139,2006/11/26,07 08 14 21 23 25,5,07 08 14 21 23 25,5,07 08 14 23 21 25,131547148,86676824,星期日
2006138,2006/11/23,04 09 11 17 18 26,8,04 09 11 17 18 26,8,04 11 09 26 17 18,117330686,63194512,星期四
2006137,2006/11/21,10 14 17 21 27 31,9,10 14 17 21 27 31,9,14 31 27 10 17 21,114978368,101321304,星期二
2006136,2006/11/19,11 15 17 21 22 24,5,11 15 17 21 22 24,5,15 24 22 21 11 17,134814524,132177251,星期日
2006135,2006/11/16,04 19 21 22 23 31,4,04 19 21 22 23 31,4,23 19 04 22 21 31,117256018,125602187,星期四
2006134,2006/11/14,10 13 18 26 28 30,12,10 13 18 26 28 30,12,13 30 28 26 18 10,117122256,122511330,星期二
2006133,2006/11/12,04 06 20 25 29 31,3,04 06 20 25 29 31,3,29 04 20 31 25 06,132260424,127782601,星期日
2006132,2006/11/9,06 14 22 26 30 33,1,06 14 22 26 30 33,1,26 33 14 06 30 22,112975272,117608722,星期四
2006131,2006/11/7,03 04 09 22 26 33,1,03 04 09 22 26 33,1,04 09 26 33 03 22,109252010,104396474,星期二
2006130,2006/11/5,01 12 21 22 30 32,2,01 12 21 22 30 32,2,12 32 30 22 01 21,127450422,76044452,星期日
2006129,2006/11/2,09 14 18 22 27 29,12,09 14 18 22 27 29,12,29 18 22 14 27 09,114763814,55852518,星期四
2006128,2006/10/31,04 15 21 30 31 33,5,04 15 21 30 31 33,5,30 21 33 15 31 04,112378664,113709638,星期二
2006127,2006/10/29,03 04 11 17 19 30,1,03 04 11 17 19 30,1,11 03 17 19 04 30,132007038,114489426,星期日
2006126,2006/10/26,02 08 13 16 24 33,9,02 08 13 16 24 33,9,02 16 24 33 08 13,112001142,106706025,星期四
2006125,2006/10/24,15 19 23 30 32 33,6,15 19 23 30 32 33,6,19 33 32 30 23 15,108541420,125085299,星期二
2006124,2006/10/22,12 13 14 18 31 32,13,12 13 14 18 31 32,13,31 18 13 32 14 12,126512484,98741457,星期日
2006123,2006/10/19,02 03 20 25 28 32,6,02 03 20 25 28 32,6,20 02 25 03 28 32,109186124,90869747,星期四
2006122,2006/10/17,04 05 06 08 22 24,3,04 05 06 08 22 24,3,24 06 05 22 08 04,106944306,65977722,星期二
2006121,2006/10/15,03 04 06 27 31 33,6,03 04 06 27 31 33,6,04 03 06 33 31 27,121563190,81572370,星期日
2006120,2006/10/12,06 08 14 15 24 33,9,06 08 14 15 24 33,9,08 15 06 24 33 14,106800148,59338240,星期四
2006119,2006/10/10,01 02 14 20 27 30,2,01 02 14 20 27 30,2,01 20 30 27 02 14,104253630,109004982,星期二
2006118,2006/10/8,01 03 07 08 10 30,5,01 03 07 08 10 30,5,01 07 08 03 30 10,120456838,114506559,星期日
2006117,2006/10/5,06 14 20 22 23 26,9,06 14 20 22 23 26,9,20 22 23 26 14 06,102567054,109790770,星期四
2006116,2006/10/3,05 16 21 22 32 33,9,05 16 21 22 32 33,9,33 21 32 22 05 16,98613202,84271636,星期二
2006115,2006/10/1,01 10 20 26 28 29,15,01 10 20 26 28 29,15,01 29 26 20 28 10,124883314,88229360,星期日
2006114,2006/9/28,08 10 14 20 27 29,16,08 10 14 20 27 29,16,29 27 08 20 14 10,108934344,116771282,星期四
2006113,2006/9/26,05 14 17 18 28 33,2,05 14 17 18 28 33,2,14 18 28 05 33 17,107572058,115495976,星期二
2006112,2006/9/24,04 09 13 15 31 33,11,04 09 13 15 31 33,11,13 33 31 15 04 09,125399344,128216984,星期日
2006111,2006/9/21,01 08 11 16 17 22,15,01 08 11 16 17 22,15,11 08 22 01 17 16,108913454,128132828,星期四
2006110,2006/9/19,09 12 14 18 27 33,13,09 12 14 18 27 33,13,14 33 18 12 09 27,109867074,133669148,星期二
2006109,2006/9/17,01 05 17 18 23 26,13,01 05 17 18 23 26,13,05 18 17 01 26 23,126119150,121401005,星期日
2006108,2006/9/14,02 06 08 20 24 30,9,02 06 08 20 24 30,9,08 06 30 24 02 20,109119888,117656898,星期四
2006107,2006/9/12,01 06 08 13 17 30,7,01 06 08 13 17 30,7,30 13 08 01 17 06,104721686,143020688,星期二
2006106,2006/9/10,02 12 14 19 28 33,10,02 12 14 19 28 33,10,02 28 12 19 14 33,125436850,159571905,星期日
2006105,2006/9/7,05 12 14 15 20 31,1,05 12 14 15 20 31,1,15 14 31 05 12 20,107101384,164297659,星期四
2006104,2006/9/5,03 07 22 27 28 31,11,03 07 22 27 28 31,11,07 03 22 28 31 27,103600434,153867079,星期二
2006103,2006/9/3,12 14 15 25 28 31,6,12 14 15 25 28 31,6,28 12 31 25 14 15,121181078,148745838,星期日
2006102,2006/8/31,01 04 13 19 20 24,11,01 04 13 19 20 24,11,19 20 24 13 01 04,101870248,145599783,星期四
2006101,2006/8/29,09 12 20 26 27 28,16,09 12 20 26 27 28,16,12 09 27 26 28 20,103642530,139155564,星期二
2006100,2006/8/27,01 11 18 26 30 32,3,01 11 18 26 30 32,3,32 30 26 18 01 11,121377382,143109384,星期日
2006099,2006/8/24,09 12 18 23 24 27,5,09 12 18 23 24 27,5,12 24 27 18 09 23,104632276,136601442,星期四
2006098,2006/8/22,06 07 10 11 18 23,16,06 07 10 11 18 23,16,10 06 07 11 18 23,106596798,143945640,星期二
2006097,2006/8/20,11 14 15 20 26 27,12,11 14 15 20 26 27,12,11 20 14 15 26 27,121243358,142398104,星期日
2006096,2006/8/17,01 05 09 13 18 33,14,01 05 09 13 18 33,14,33 09 18 13 05 01,104405910,133571360,星期四
2006095,2006/8/15,01 03 17 20 21 29,16,01 03 17 20 21 29,16,29 17 03 20 21 01,102008350,123013291,星期二
2006094,2006/8/13,15 16 17 18 24 33,13,15 16 17 18 24 33,13,17 18 33 16 24 15,118981520,114861640,星期日
2006093,2006/8/10,02 12 16 18 19 23,5,02 12 16 18 19 23,5,16 19 12 23 18 02,103069550,112211224,星期四
2006092,2006/8/8,02 08 11 16 20 21,14,02 08 11 16 20 21,14,08 02 20 21 16 11,100741394,101941173,星期二
2006091,2006/8/6,07 08 12 21 22 24,7,07 08 12 21 22 24,7,08 12 22 07 24 21,117308110,90646515,星期日
2006090,2006/8/3,02 11 15 20 23 29,11,02 11 15 20 23 29,11,20 02 11 15 23 29,96271594,81755244,星期四
2006089,2006/8/1,01 13 16 18 19 22,1,01 13 16 18 19 22,1,01 16 22 13 18 19,94591130,86285876,星期二
2006088,2006/7/30,03 11 20 24 25 26,1,03 11 20 24 25 26,1,25 03 11 24 20 26,114786458,71337415,星期日
2006087,2006/7/27,04 05 08 09 12 30,5,04 05 08 09 12 30,5,09 12 08 04 30 05,100404616,68575468,星期四
2006086,2006/7/25,04 06 10 24 26 31,6,04 06 10 24 26 31,6,06 10 04 31 26 24,100268238,65991876,星期二
2006085,2006/7/23,02 06 18 21 24 25,8,02 06 18 21 24 25,8,18 06 21 24 25 02,113841824,66565353,星期日
2006084,2006/7/20,01 12 17 21 25 28,12,01 12 17 21 25 28,12,12 17 21 25 28 01,95796786,67114345,星期四
2006083,2006/7/18,07 09 18 19 26 29,10,07 09 18 19 26 29,10,18 29 09 19 26 07,94698606,73263015,星期二
2006082,2006/7/16,03 13 15 23 28 29,9,03 13 15 23 28 29,9,15 03 13 28 29 23,110771614,90186744,星期日
2006081,2006/7/13,14 16 18 21 22 32,4,14 16 18 21 22 32,4,14 18 21 16 22 32,94879564,120292242,星期四
2006080,2006/7/11,15 17 20 22 26 29,9,15 17 20 22 26 29,9,26 22 15 29 17 20,95689488,116315344,星期二
2006079,2006/7/9,06 11 13 17 20 32,8,06 11 13 17 20 32,8,11 06 20 17 13 32,113367342,99173775,星期日
2006078,2006/7/6,03 05 17 22 31 33,12,03 05 17 22 31 33,12,05 22 17 33 31 03,96331128,106559472,星期四
2006077,2006/7/4,08 09 12 13 19 33,9,08 09 12 13 19 33,9,19 13 09 12 08 33,95566810,98162082,星期二
2006076,2006/7/2,04 10 17 21 29 32,14,04 10 17 21 29 32,14,32 29 17 21 04 10,111315098,91956935,星期日
2006075,2006/6/29,10 21 22 23 25 33,11,10 21 22 23 25 33,11,22 23 21 25 10 33,98135212,120547424,星期四
2006074,2006/6/27,01 03 15 19 25 33,4,01 03 15 19 25 33,4,19 03 33 01 25 15,97994678,120780908,星期二
2006073,2006/6/25,05 13 16 18 27 29,12,05 13 16 18 27 29,12,16 13 18 29 05 27,113367342,111844608,星期日
2006072,2006/6/22,02 03 05 20 21 24,8,02 03 05 20 21 24,8,20 21 03 02 05 24,97222706,124246824,星期四
2006071,2006/6/20,05 11 12 19 29 31,1,05 11 12 19 29 31,1,29 31 19 11 05 12,98069610,115888856,星期二
2006070,2006/6/18,02 03 11 13 20 27,2,02 03 11 13 20 27,2,13 20 03 11 02 27,117810232,116179310,星期日
2006069,2006/6/15,05 16 20 22 29 30,8,05 16 20 22 29 30,8,20 16 29 30 22 05,103486846,115666244,星期四
2006068,2006/6/13,03 07 10 14 30 33,10,03 07 10 14 30 33,10,10 30 14 33 03 07,101776294,113605314,星期二
2006067,2006/6/11,07 08 11 16 17 24,13,07 08 11 16 17 24,13,08 07 16 11 24 17,119304720,116658336,星期日
