期号,开奖日期,红球,蓝球,排序红球,排序蓝球,出球顺序,销售额,奖池金额,星期
2006066,2006/6/8,06 08 11 18 30 33,5,06 08 11 18 30 33,5,18 33 11 06 30 08,105113854,104811700,星期四
2006065,2006/6/6,04 08 17 28 29 30,13,04 08 17 28 29 30,13,08 30 29 17 28 04,105179330,101227502,星期二
2006064,2006/6/4,03 12 14 21 24 28,11,03 12 14 21 24 28,11,28 03 12 24 21 14,120208036,94302188,星期日
2006063,2006/6/1,04 05 15 21 23 24,8,04 05 15 21 23 24,8,23 24 15 21 04 05,101449632,106641730,星期四
2006062,2006/5/30,18 22 23 24 26 30,1,18 22 23 24 26 30,1,30 18 24 26 22 23,103173418,107665930,星期二
2006061,2006/5/28,05 13 17 19 25 30,11,05 13 17 19 25 30,11,19 25 05 30 13 17,119567188,100176429,星期日
2006060,2006/5/25,05 15 19 23 30 32,14,05 15 19 23 30 32,14,30 19 15 32 05 23,103935570,103787721,星期四
2006059,2006/5/23,05 10 15 17 27 29,11,05 10 15 17 27 29,11,17 27 29 10 05 15,100396304,81841407,星期二
2006058,2006/5/21,01 12 22 23 24 25,14,01 12 22 23 24 25,14,12 24 22 01 25 23,116033720,81135276,星期日
2006057,2006/5/18,03 04 17 18 21 31,8,03 04 17 18 21 31,8,18 03 17 04 21 31,99929702,70227630,星期四
2006056,2006/5/16,11 13 15 21 23 25,8,11 13 15 21 23 25,8,13 25 21 11 23 15,103929956,60756660,星期二
2006055,2006/5/14,04 05 28 29 31 33,11,04 05 28 29 31 33,11,04 31 28 05 29 33,119895110,93348960,星期日
2006054,2006/5/11,03 05 07 10 28 30,4,03 05 07 10 28 30,4,03 10 07 05 28 30,103152448,112143957,星期四
2006053,2006/5/9,01 11 17 27 28 31,2,01 11 17 27 28 31,2,28 31 17 01 27 11,100676240,119397726,星期二
2006052,2006/5/7,11 24 26 27 30 32,3,11 24 26 27 30 32,3,27 32 26 24 30 11,118886736,146136139,星期日
2006051,2006/5/4,02 06 07 17 27 30,16,02 06 07 17 27 30,16,30 27 02 07 17 06,97800512,140350449,星期四
2006050,2006/5/1,02 06 12 15 25 31,7,02 06 12 15 25 31,7,15 31 25 12 06 02,94915860,138448657,星期一
2006049,2006/4/30,06 10 12 13 17 20,3,06 10 12 13 17 20,3,10 12 20 06 17 13,123714924,140966397,星期日
2006048,2006/4/27,09 13 19 25 29 32,12,09 13 19 25 29 32,12,19 29 32 25 09 13,108892170,143211009,星期四
2006047,2006/4/25,02 17 20 22 28 32,3,02 17 20 22 28 32,3,17 32 02 20 28 22,109048914,154170844,星期二
2006046,2006/4/23,13 18 23 29 31 32,8,13 18 23 29 31 32,8,32 18 29 31 13 23,128175586,153531387,星期日
2006045,2006/4/20,06 07 10 14 20 21,4,06 07 10 14 20 21,4,21 07 06 20 10 14,109852122,160942652,星期四
2006044,2006/4/18,02 10 18 21 30 31,5,02 10 18 21 30 31,5,10 21 02 18 30 31,107026164,151058247,星期二
2006043,2006/4/16,05 12 13 16 23 32,3,05 12 13 16 23 32,3,32 16 12 13 05 23,125637310,143000486,星期日
2006042,2006/4/13,03 16 23 26 28 31,11,03 16 23 26 28 31,11,26 03 28 16 31 23,105723260,139676741,星期四
2006041,2006/4/11,03 10 16 18 21 28,4,03 10 16 18 21 28,4,28 18 16 21 10 03,105725214,138392950,星期二
2006040,2006/4/9,15 22 25 26 28 33,3,15 22 25 26 28 33,3,25 15 26 28 33 22,123352566,138991437,星期日
2006039,2006/4/6,16 19 22 28 31 32,3,16 19 22 28 31 32,3,19 31 32 16 28 22,106258396,124949353,星期四
2006038,2006/4/4,02 14 17 19 22 30,10,02 14 17 19 22 30,10,19 02 17 30 22 14,101996466,121715084,星期二
2006037,2006/4/2,02 12 23 24 25 32,14,02 12 23 24 25 32,14,32 25 12 02 24 23,124438394,124709476,星期日
2006036,2006/3/30,04 07 10 16 17 21,9,04 07 10 16 17 21,9,10 07 04 17 16 21,109841862,117338673,星期四
2006035,2006/3/28,03 09 13 21 27 29,13,03 09 13 21 27 29,13,03 29 09 13 21 27,107522946,113614740,星期二
2006034,2006/3/26,02 10 15 16 17 33,13,02 10 15 16 17 33,13,33 16 10 02 17 15,128871804,112727952,星期日
2006033,2006/3/23,15 20 22 23 27 31,6,15 20 22 23 27 31,6,15 23 27 31 22 20,111163226,122970002,星期四
2006032,2006/3/21,05 18 20 24 26 31,9,05 18 20 24 26 31,9,24 20 26 18 05 31,110906190,113683396,星期二
2006031,2006/3/19,03 10 12 16 31 32,14,03 10 12 16 31 32,14,16 32 03 10 31 12,124118424,128524999,星期日
2006030,2006/3/16,08 13 15 17 20 32,14,08 13 15 17 20 32,14,32 20 15 08 13 17,104007536,114378629,星期四
2006029,2006/3/14,03 04 07 09 14 19,8,03 04 07 09 14 19,8,04 14 03 07 19 09,101076256,93284310,星期二
2006028,2006/3/12,05 07 14 16 17 27,4,05 07 14 16 17 27,4,14 07 27 16 17 05,115594746,92516142,星期日
2006027,2006/3/9,06 08 11 14 16 27,15,06 08 11 14 16 27,15,27 06 08 11 16 14,105074006,96381836,星期四
2006026,2006/3/7,01 02 18 22 29 32,3,01 02 18 22 29 32,3,02 01 32 29 22 18,101697504,100694096,星期二
2006025,2006/3/5,03 04 17 19 24 32,5,03 04 17 19 24 32,5,24 03 17 04 19 32,114242160,104040034,星期日
2006024,2006/3/2,02 07 09 11 21 27,6,02 07 09 11 21 27,6,02 11 27 09 07 21,99899450,90168028,星期四
2006023,2006/2/28,04 13 14 19 23 28,8,04 13 14 19 23 28,8,13 14 04 19 23 28,94622606,79005696,星期二
2006022,2006/2/26,02 03 04 13 16 27,13,02 03 04 13 16 27,13,04 03 16 13 27 02,109077186,98963672,星期日
2006021,2006/2/23,01 02 05 20 21 22,9,01 02 05 20 21 22,9,21 22 01 02 20 05,94454936,89973418,星期四
2006020,2006/2/21,05 09 21 23 26 29,6,05 09 21 23 26 29,6,26 21 23 05 29 09,93253284,90611991,星期二
2006019,2006/2/19,04 06 13 22 26 32,7,04 06 13 22 26 32,7,22 13 32 06 26 04,105480332,78092000,星期日
2006018,2006/2/16,01 13 14 17 24 26,5,01 13 14 17 24 26,5,17 26 24 14 01 13,87008450,70286614,星期四
2006017,2006/2/14,03 04 08 31 32 33,2,03 04 08 31 32 33,2,31 08 33 04 32 03,89616926,57626236,星期二
2006016,2006/2/12,01 07 13 17 23 30,16,01 07 13 17 23 30,16,01 07 17 23 30 13,103427620,49855100,星期日
2006015,2006/2/9,02 03 09 15 29 32,3,02 03 09 15 29 32,3,29 09 32 02 03 15,88355360,40249445,星期四
2006014,2006/2/7,06 14 26 29 32 33,7,06 14 26 29 32 33,7,32 33 14 29 06 26,82668894,53020860,星期二
2006013,2006/2/5,01 05 06 12 16 21,11,01 05 06 12 16 21,11,16 05 01 21 06 12,84977250,49687923,星期日
2006012,2006/1/26,09 11 13 27 31 33,10,09 11 13 27 31 33,10,31 09 11 33 13 27,101562774,37022589,星期四
2006011,2006/1/24,05 07 08 14 27 31,11,05 07 08 14 27 31,11,31 08 05 27 07 14,89227522,32470552,星期二
2006010,2006/1/22,04 06 12 19 27 29,8,04 06 12 19 27 29,8,04 29 06 19 12 27,110089308,30000000,星期日
2006009,2006/1/19,05 06 08 20 26 30,6,05 06 08 20 26 30,6,26 08 05 20 30 06,91943224,53869004,星期四
2006008,2006/1/17,03 05 09 18 28 32,16,03 05 09 18 28 32,16,18 28 05 03 32 09,91800142,64683656,星期二
2006007,2006/1/15,04 16 18 27 32 33,7,04 16 18 27 32 33,7,32 27 33 16 18 04,111611858,77433748,星期日
2006006,2006/1/12,08 21 22 23 26 32,14,08 21 22 23 26 32,14,32 22 08 26 21 23,95871778,61496982,星期四
2006005,2006/1/10,03 19 20 24 26 27,11,03 19 20 24 26 27,11,19 24 20 27 03 26,95099522,63085358,星期二
2006004,2006/1/8,04 08 17 27 28 31,7,04 08 17 27 28 31,7,04 08 17 27 31 28,110726140,62785044,星期日
2006003,2006/1/5,02 04 05 06 16 20,12,02 04 05 06 16 20,12,16 04 05 02 06 20,97626902,82391486,星期四
2006002,2006/1/3,07 13 16 21 26 28,9,07 13 16 21 26 28,9,13 28 07 21 26 16,94624640,82549305,星期二
2006001,2006/1/1,01 12 15 19 21 28,3,01 12 15 19 21 28,3,28 12 15 21 19 01,118081372,101571550,星期日
2005153,2005/12/29,04 05 07 21 26 29,1,04 05 07 21 26 29,1,07 04 05 21 26 29,97908590,83439714,星期四
2005152,2005/12/27,01 05 12 14 21 27,3,01 05 12 14 21 27,3,12 27 14 05 21 01,94543810,66041168,星期二
2005151,2005/12/25,04 11 12 13 19 30,5,04 11 12 13 19 30,5,19 04 13 12 30 11,112380820,92564091,星期日
2005150,2005/12/22,03 07 10 14 18 20,2,03 07 10 14 18 20,2,14 20 18 10 03 07,94339478,100206958,星期四
2005149,2005/12/20,11 16 21 23 25 32,7,11 16 21 23 25 32,7,16 11 25 23 21 32,93699080,84032106,星期二
2005148,2005/12/18,03 15 17 23 24 29,13,03 15 17 23 24 29,13,03 29 15 23 24 17,107658676,78871896,星期日
2005147,2005/12/15,06 07 15 27 28 30,10,06 07 15 27 28 30,10,07 28 06 15 30 27,92151598,79730381,星期四
2005146,2005/12/13,07 11 19 20 24 28,2,07 11 19 20 24 28,2,07 24 11 28 19 20,91683000,63695577,星期二
2005145,2005/12/11,03 07 08 17 20 28,15,03 07 08 17 20 28,15,20 28 07 03 17 08,107763236,62495300,星期日
2005144,2005/12/8,01 08 14 15 19 27,9,01 08 14 15 19 27,9,15 19 14 01 27 08,93615492,64279302,星期四
2005143,2005/12/6,03 10 15 17 20 32,8,03 10 15 17 20 32,8,10 17 32 03 15 20,89833786,69017880,星期二
2005142,2005/12/4,07 10 12 17 22 29,5,07 10 12 17 22 29,5,07 17 10 29 22 12,107920884,76423134,星期日
2005141,2005/12/1,03 05 08 12 16 19,15,03 05 08 12 16 19,15,03 16 19 05 12 08,98736818,92018980,星期四
2005140,2005/11/29,04 06 07 08 12 17,7,04 06 07 08 12 17,7,04 08 12 17 07 06,97816778,103404410,星期二
2005139,2005/11/27,02 07 20 23 32 33,10,02 07 20 23 32 33,10,02 33 07 23 20 32,113954368,104663808,星期日
2005138,2005/11/24,03 05 06 11 20 22,13,03 05 06 11 20 22,13,03 20 05 22 11 06,99148234,116771293,星期四
2005137,2005/11/22,03 09 15 23 25 33,12,03 09 15 23 25 33,12,09 23 33 25 15 03,94838566,106407506,星期二
2005136,2005/11/20,05 14 16 18 25 27,13,05 14 16 18 25 27,13,27 16 05 25 14 18,110922040,109954896,星期日
2005135,2005/11/17,01 05 13 15 21 25,11,01 05 13 15 21 25,11,13 01 15 05 25 21,98055380,110858234,星期四
2005134,2005/11/15,04 13 14 18 26 30,1,04 13 14 18 26 30,1,04 13 26 14 30 18,96024468,110313635,星期二
2005133,2005/11/13,01 07 14 16 18 25,11,01 07 14 16 18 25,11,18 14 07 01 25 16,112647856,101654338,星期日
2005132,2005/11/10,02 04 10 18 27 29,15,02 04 10 18 27 29,15,18 10 04 29 27 02,94130152,103362613,星期四
2005131,2005/11/8,02 07 10 11 12 24,3,02 07 10 11 12 24,3,02 12 07 10 11 24,92470384,82298616,星期二
2005130,2005/11/6,03 05 09 15 20 25,16,03 05 09 15 20 25,16,25 20 15 09 03 05,107409392,67536960,星期日
2005129,2005/11/3,05 10 14 20 27 33,3,05 10 14 20 27 33,3,14 20 10 27 05 33,92402414,80168399,星期四
2005128,2005/11/1,02 04 14 23 29 33,15,02 04 14 23 29 33,15,14 23 29 02 04 33,90364038,69975632,星期二
2005127,2005/10/30,04 06 11 14 23 25,12,04 06 11 14 23 25,12,04 25 11 23 06 14,100319936,67651420,星期日
2005126,2005/10/27,02 08 13 19 25 26,9,02 08 13 19 25 26,9,13 26 19 08 25 02,89725146,64551075,星期四
2005125,2005/10/25,06 14 18 28 31 32,3,06 14 18 28 31 32,3,06 31 14 18 32 28,87866546,86331035,星期二
2005124,2005/10/23,05 06 10 19 31 33,11,05 06 10 19 31 33,11,05 31 06 19 33 10,100141228,95778891,星期日
2005123,2005/10/20,11 12 13 17 18 25,7,11 12 13 17 18 25,7,13 18 12 25 11 17,88748762,106298320,星期四
2005122,2005/10/18,01 04 07 14 30 32,9,01 04 07 14 30 32,9,32 14 01 30 04 07,86580310,122740488,星期二
2005121,2005/10/16,01 07 20 25 31 32,12,01 07 20 25 31 32,12,32 31 07 25 01 20,98424618,122045276,星期日
2005120,2005/10/13,01 06 13 18 30 32,14,01 06 13 18 30 32,14,18 06 01 13 32 30,85309164,119219696,星期四
2005119,2005/10/11,01 07 11 18 20 22,2,01 07 11 18 20 22,2,01 20 11 18 22 07,84606492,111323443,星期二
2005118,2005/10/9,04 09 12 15 26 31,16,04 09 12 15 26 31,16,15 04 09 26 12 31,100005930,97330794,星期日
2005117,2005/10/6,06 17 22 27 28 32,3,06 17 22 27 28 32,3,28 22 27 06 17 32,88046422,103478865,星期四
2005116,2005/10/4,04 06 08 14 15 30,10,04 06 08 14 15 30,10,15 30 14 06 08 04,82761716,100311500,星期二
2005115,2005/10/2,03 12 18 23 30 33,2,03 12 18 23 30 33,2,33 18 03 12 23 30,100744056,105784038,星期日
2005114,2005/9/29,06 07 10 15 21 27,6,06 07 10 15 21 27,6,15 21 10 27 07 06,83220546,99798190,星期四
2005113,2005/9/27,15 18 20 22 26 27,3,15 18 20 22 26 27,3,26 18 27 22 20 15,84045660,94310536,星期二
2005112,2005/9/25,04 12 22 28 29 30,16,04 12 22 28 29 30,16,30 29 04 28 12 22,96648022,108286349,星期日
2005111,2005/9/22,03 07 15 16 19 29,9,03 07 15 16 19 29,9,07 29 03 19 16 15,84986902,92057094,星期四
2005110,2005/9/20,07 10 16 19 24 25,9,07 10 16 19 24 25,9,25 16 19 24 07 10,80799964,77314136,星期二
2005109,2005/9/18,03 05 13 15 17 31,4,03 05 13 15 17 31,4,31 03 17 15 05 13,95781382,74648356,星期日
2005108,2005/9/15,03 10 12 24 29 30,6,03 10 12 24 29 30,6,12 30 29 10 03 24,84723006,60555032,星期四
2005107,2005/9/13,09 10 20 24 25 26,11,09 10 20 24 25 26,11,09 25 26 24 10 20,84794920,77276274,星期二
2005106,2005/9/11,01 11 13 24 26 31,13,01 11 13 24 26 31,13,13 31 01 11 24 26,99286104,79600650,星期日
2005105,2005/9/8,04 15 23 30 32 33,3,04 15 23 30 32 33,3,23 15 32 04 33 30,87687830,105399928,星期四
2005104,2005/9/6,02 04 21 23 30 33,9,02 04 21 23 30 33,9,04 02 23 21 30 33,87523934,107423543,星期二
2005103,2005/9/4,04 07 16 18 23 30,7,04 07 16 18 23 30,7,04 18 30 16 23 07,101882938,104535767,星期日
2005102,2005/9/1,02 05 06 14 24 31,12,02 05 06 14 24 31,12,14 06 05 24 02 31,85261292,135639051,星期四
2005101,2005/8/30,09 16 19 21 22 24,12,09 16 19 21 22 24,12,22 09 19 21 16 24,83203780,126863883,星期二
2005100,2005/8/28,02 04 09 14 16 31,3,02 04 09 14 16 31,3,04 02 31 09 14 16,98607066,122812351,星期日
2005099,2005/8/25,10 13 16 22 24 31,9,10 13 16 22 24 31,9,16 13 31 10 24 22,84539242,98913156,星期四
2005098,2005/8/23,12 15 19 22 31 33,1,12 15 19 22 31 33,1,33 15 12 31 22 19,82354218,110972222,星期二
2005097,2005/8/21,05 10 23 27 28 30,15,05 10 23 27 28 30,15,28 10 05 27 30 23,95744622,112545980,星期日
2005096,2005/8/18,04 05 17 18 26 33,4,04 05 17 18 26 33,4,26 17 04 33 05 18,85977004,126668644,星期四
2005095,2005/8/16,09 12 18 21 28 29,5,09 12 18 21 28 29,5,12 28 09 29 18 21,81902156,123187891,星期二
2005094,2005/8/14,03 05 09 23 27 33,3,03 05 09 23 27 33,3,33 27 03 05 09 23,92955416,116888019,星期日
2005093,2005/8/11,04 06 17 23 25 29,14,04 06 17 23 25 29,14,23 06 29 25 17 04,81066546,96312056,星期四
2005092,2005/8/9,08 13 19 26 28 31,10,08 13 19 26 28 31,10,08 31 19 28 26 13,82564864,96434568,星期二
2005091,2005/8/7,01 11 12 15 26 27,13,01 11 12 15 26 27,13,27 12 26 15 11 01,95665834,110381478,星期日
2005090,2005/8/4,01 09 21 25 29 32,3,01 09 21 25 29 32,3,09 21 25 29 01 32,82913536,114008382,星期四
2005089,2005/8/2,05 19 20 23 26 31,12,05 19 20 23 26 31,12,05 26 19 31 23 20,79337620,111214886,星期二
2005088,2005/7/31,01 03 07 18 20 24,7,01 03 07 18 20 24,7,24 18 03 20 07 01,90904986,93975816,星期日
2005087,2005/7/28,08 09 15 16 23 26,8,08 09 15 16 23 26,8,23 15 16 08 09 26,79213276,88467922,星期四
2005086,2005/7/26,07 11 12 24 27 29,12,07 11 12 24 27 29,12,24 11 07 12 27 29,77364602,81535680,星期二
2005085,2005/7/24,08 09 13 14 20 22,12,08 09 13 14 20 22,12,22 14 08 13 09 20,89568388,91933970,星期日
2005084,2005/7/21,01 02 07 15 19 20,3,01 02 07 15 19 20,3,01 07 15 02 20 19,78941520,76757496,星期四
2005083,2005/7/19,03 05 09 14 16 30,13,03 05 09 14 16 30,13,05 16 09 03 14 30,76251350,99788079,星期二
2005082,2005/7/17,01 07 11 14 19 20,12,01 07 11 14 19 20,12,07 01 19 20 11 14,90397368,111449207,星期日
2005081,2005/7/14,02 04 10 12 26 30,3,02 04 10 12 26 30,3,10 02 30 26 12 04,78229226,98671500,星期四
2005080,2005/7/12,01 12 14 26 27 32,16,01 12 14 26 27 32,16,14 12 32 26 27 01,77732422,103587874,星期二
2005079,2005/7/10,03 09 20 24 25 28,5,03 09 20 24 25 28,5,24 28 25 03 09 20,90690486,101141394,星期日
2005078,2005/7/7,03 11 15 20 26 32,11,03 11 15 20 26 32,11,15 20 32 26 03 11,78597462,104648720,星期四
2005077,2005/7/5,08 17 22 24 32 33,16,08 17 22 24 32 33,16,22 17 33 24 08 32,76776232,103010197,星期二
2005076,2005/7/3,04 09 11 22 25 28,13,04 09 11 22 25 28,13,04 22 28 11 25 09,89406860,100832903,星期日
2005075,2005/6/30,11 13 14 16 18 31,14,11 13 14 16 18 31,14,16 18 11 13 31 14,77727922,89204914,星期四
2005074,2005/6/28,06 09 18 20 26 29,9,06 09 18 20 26 29,9,29 26 06 18 09 20,77117314,90304588,星期二
2005073,2005/6/26,01 06 08 09 18 20,1,01 06 08 09 18 20,1,01 09 06 08 18 20,91231396,106273162,星期日
2005072,2005/6/23,06 10 19 20 24 33,11,06 10 19 20 24 33,11,20 06 24 33 10 19,79624618,96894783,星期四
2005071,2005/6/21,04 08 12 14 16 22,10,04 08 12 14 16 22,10,08 16 14 12 04 22,76440970,111539233,星期二
2005070,2005/6/19,03 04 08 14 16 26,4,03 04 08 14 16 26,4,04 08 26 14 16 03,93029490,105174796,星期日
2005069,2005/6/16,07 09 21 24 31 33,12,07 09 21 24 31 33,12,33 07 31 24 09 21,77421708,106203875,星期四
2005068,2005/6/14,01 08 10 13 25 33,13,01 08 10 13 25 33,13,33 01 25 08 13 10,76931454,91663380,星期二
2005067,2005/6/12,03 12 16 20 21 26,16,03 12 16 20 21 26,16,16 26 21 03 20 12,91360150,100447230,星期日
2005066,2005/6/9,02 04 10 11 25 28,5,02 04 10 11 25 28,5,02 04 10 25 28 11,78834656,100868190,星期四
2005065,2005/6/7,12 16 17 21 22 23,16,12 16 17 21 22 23,16,12 16 21 17 23 22,78406326,105283750,星期二
2005064,2005/6/4,10 18 23 27 30 32,8,10 18 23 27 30 32,8,18 32 30 10 27 23,91725346,99870563,星期六
2005063,2005/6/2,02 11 13 18 22 30,4,02 11 13 18 22 30,4,18 30 02 13 22 11,78062342,100469382,星期四
2005062,2005/5/31,02 07 11 12 20 23,7,02 07 11 12 20 23,7,02 11 23 12 07 20,78069394,96133228,星期二
2005061,2005/5/29,05 09 14 21 23 24,1,05 09 14 21 23 24,1,09 24 23 14 21 05,91763234,109736636,星期日
2005060,2005/5/26,09 12 21 25 31 33,13,09 12 21 25 31 33,13,33 25 09 21 12 31,80020874,101091978,星期四
2005059,2005/5/24,07 11 14 18 24 29,7,07 11 14 18 24 29,7,24 07 11 18 14 29,78358206,97237525,星期二
2005058,2005/5/22,04 06 10 21 25 26,10,04 06 10 21 25 26,10,06 21 26 10 25 04,93045298,119093702,星期日
2005057,2005/5/19,05 06 10 15 30 31,13,05 06 10 15 30 31,13,06 05 15 10 30 31,79892628,116178805,星期四
2005056,2005/5/17,12 17 19 27 29 31,9,12 17 19 27 29 31,9,19 31 27 17 12 29,76174508,114443196,星期二
2005055,2005/5/15,05 20 22 30 32 33,9,05 20 22 30 32 33,9,30 05 32 22 20 33,93309308,128789536,星期日
2005054,2005/5/12,05 13 17 18 21 29,14,05 13 17 18 21 29,14,29 17 13 05 18 21,81854430,129088876,星期四
2005053,2005/5/10,04 07 10 14 27 29,9,04 07 10 14 27 29,9,04 07 14 29 27 10,76967356,128885553,星期二
2005052,2005/5/8,01 02 14 17 30 32,1,01 02 14 17 30 32,1,01 14 17 32 02 30,90275684,137909685,星期日
2005051,2005/5/5,03 06 14 19 20 21,2,03 06 14 19 20 21,2,21 14 20 03 19 06,72706272,134776738,星期四
2005050,2005/5/3,02 09 12 20 26 32,13,02 09 12 20 26 32,13,02 26 32 09 20 12,132579703,132579703,星期二
2005049,2005/5/1,02 03 08 10 25 27,12,02 03 08 10 25 27,12,02 03 08 27 10 25,87276712,127827112,星期日
2005048,2005/4/28,06 07 08 10 16 28,2,06 07 08 10 16 28,2,16 10 06 28 07 08,80188244,126273226,星期四
2005047,2005/4/26,02 03 05 07 08 27,15,02 03 05 07 08 27,15,07 05 02 03 08 27,77150922,120368756,星期二
2005046,2005/4/24,09 16 18 20 22 24,5,09 16 18 20 22 24,5,16 09 22 18 24 20,91639786,115619699,星期日
2005045,2005/4/21,01 07 10 15 18 20,10,01 07 10 15 18 20,10,18 07 15 10 01 20,77512424,99231829,星期四
2005044,2005/4/19,01 06 16 17 18 22,9,01 06 16 17 18 22,9,18 22 06 17 16 01,70627418,83952868,星期二
2005043,2005/4/17,04 05 06 07 08 32,5,04 05 06 07 08 32,5,04 05 08 07 32 06,91903906,72411962,星期日
2005042,2005/4/14,11 16 21 26 27 30,15,11 16 21 26 27 30,15,30 16 27 26 11 21,79192448,100786410,星期四
2005041,2005/4/12,02 11 16 23 24 29,3,02 11 16 23 24 29,3,16 23 11 29 24 02,78144480,103667406,星期二
2005040,2005/4/10,01 12 21 24 30 32,13,01 12 21 24 30 32,13,30 21 24 32 12 01,89311042,111329404,星期日
2005039,2005/4/7,02 16 18 19 21 29,9,02 16 18 19 21 29,9,16 21 02 19 29 18,78209132,99858268,星期四
2005038,2005/4/5,04 07 11 20 27 28,16,04 07 11 20 27 28,16,28 11 27 20 07 04,76754210,103430748,星期二
2005037,2005/4/3,07 12 14 22 24 32,16,07 12 14 22 24 32,16,32 07 14 24 22 12,88843416,97865355,星期日
2005036,2005/3/31,12 19 20 21 26 31,15,12 19 20 21 26 31,15,26 19 31 21 12 20,76548738,91022448,星期四
2005035,2005/3/29,12 16 21 28 29 30,14,12 16 21 28 29 30,14,21 28 29 30 16 12,73995036,78222863,星期二
2005034,2005/3/27,05 17 18 25 28 32,9,05 17 18 25 28 32,9,28 17 05 25 32 18,92625150,69911648,星期日
2005033,2005/3/24,07 08 12 14 19 20,7,07 08 12 14 19 20,7,08 07 20 12 14 19,76996234,107761872,星期四
2005032,2005/3/22,05 15 19 20 25 29,3,05 15 19 20 25 29,3,19 20 15 25 05 29,75420852,90569540,星期二
2005031,2005/3/20,04 10 16 20 23 32,7,04 10 16 20 23 32,7,16 20 32 10 04 23,88181316,105294059,星期日
2005030,2005/3/17,01 05 09 14 22 28,5,01 05 09 14 22 28,5,09 22 28 14 05 01,78215814,93374391,星期四
2005029,2005/3/15,02 14 21 22 27 30,14,02 14 21 22 27 30,14,02 14 21 22 30 27,73015078,102159495,星期二
2005028,2005/3/13,04 09 22 25 26 32,10,04 09 22 25 26 32,10,09 26 25 32 22 04,83942448,91445748,星期日
2005027,2005/3/10,01 03 04 06 21 32,15,01 03 04 06 21 32,15,03 01 32 06 21 04,74896882,81806582,星期四
2005026,2005/3/8,06 12 14 20 25 26,7,06 12 14 20 25 26,7,06 26 14 25 12 20,72124158,72360968,星期二
2005025,2005/3/6,01 07 10 11 13 32,7,01 07 10 11 13 32,7,32 07 13 10 11 01,83986854,64281922,星期日
2005024,2005/3/3,05 09 14 27 31 32,13,05 09 14 27 31 32,13,09 27 14 05 31 32,72808046,58260000,星期四
2005023,2005/3/1,10 15 19 20 21 25,12,10 15 19 20 21 25,12,19 20 21 10 25 15,70112088,67737564,星期二
2005022,2005/2/27,08 10 12 21 32 33,4,08 10 12 21 32 33,4,10 32 08 33 12 21,87869528,73756112,星期日
2005021,2005/2/24,02 06 24 26 30 31,16,02 06 24 26 30 31,16,31 24 26 30 06 02,74925080,108056690,星期四
2005020,2005/2/22,14 16 19 20 25 29,5,14 16 19 20 25 29,5,20 25 19 29 14 16,71772338,100848451,星期二
2005019,2005/2/20,06 11 12 13 19 22,8,06 11 12 13 19 22,8,12 06 11 19 13 22,80017318,100789176,星期日
2005018,2005/2/17,01 03 06 22 23 25,6,01 03 06 22 23 25,6,23 25 22 01 06 03,70853674,100709900,星期四
2005017,2005/2/8,02 06 10 25 27 31,3,02 06 10 25 27 31,3,25 10 31 27 02 06,69139166,91571416,星期二
2005016,2005/2/6,01 05 06 12 16 30,15,01 05 06 12 16 30,15,12 01 30 06 16 05,85896264,86877775,星期日
